STATISTIC Label,Month,Consumer Item,UNIT,VALUE
National Average Price,2012 May,Cider - bar (33cl bottle),Euro,4.501
National Average Price,2012 May,Flavoured alcoholic drink - bar (275ml bottle),Euro,5.162
National Average Price,2012 May,Whiskey - bar (single) per ½ glass,Euro,3.737
National Average Price,2012 May,Brandy - bar (single) per ½ glass,Euro,4.308
National Average Price,2012 May,Vodka - bar (single) per ½ glass,Euro,3.79
National Average Price,2012 May,Wine - bar (187ml bottle),Euro,4.899
National Average Price,2012 May,Diesel per litre,Euro,1.579
National Average Price,2012 May,Petrol - unleaded per litre,Euro,1.665
National Average Price,2012 May,Cinema fee,Euro,8.959
National Average Price,2012 May,Nightclubs fee,Euro,9.511
National Average Price,2012 May,Gent's dry cut fee,Euro,11.889
National Average Price,2012 May,"Gent's wash, cut, and blow dry fee",Euro,17.495
National Average Price,2012 May,"Ladies' wash, cut and blow dry fee",Euro,36.015
National Average Price,2012 June,"White, self raising flour per 2 kg",Euro,2.132
National Average Price,2012 June,"Brown, wholemeal flour per 2 kg",Euro,2.475
National Average Price,2012 June,"Bread, white sliced pan, large (800g)",Euro,1.299
National Average Price,2012 June,"Bread, brown sliced pan, large (800g)",Euro,1.507
National Average Price,2012 June,Spaghetti per 500g,Euro,1.141
National Average Price,2012 June,Sirloin steak per kg,Euro,15.611
National Average Price,2012 June,Striploin steak per kg,Euro,21.763
National Average Price,2012 June,Roast beef - topside or rib per kg,Euro,11.616
National Average Price,2012 June,Sliced / diced beef pieces per kg,Euro,9.985
National Average Price,2012 June,Pork loin chops per kg,Euro,7.824
National Average Price,2012 June,Pork steak per kg,Euro,9.723
National Average Price,2012 June,Lamb - whole leg / half leg per kg,Euro,11.639
National Average Price,2012 June,Lamb loin chops per kg,Euro,19.507
National Average Price,2012 June,Lamb gigot chops per kg,Euro,13.228
National Average Price,2012 June,Uncooked chicken medium size 1.6kg,Euro,5.744
National Average Price,2012 June,Lamb's liver per kg,Euro,5.695
National Average Price,2012 June,Ham fillet per kg,Euro,6.018
National Average Price,2012 June,Cooked ham per kg,Euro,16.181
National Average Price,2012 June,Best back rashers per kg,Euro,10.74
National Average Price,2012 June,Pork sausages per kg,Euro,5.497
National Average Price,2012 June,Fresh fillet of whiting per kg,Euro,10.876
National Average Price,2012 June,Fresh fillet of cod per kg,Euro,16.915
National Average Price,2012 June,Fresh salmon per kg,Euro,14.914
National Average Price,2012 June,Fresh fillet of plaice per kg,Euro,17.358
National Average Price,2012 June,Fresh hake per kg,Euro,
National Average Price,2012 June,Smoked salmon per kg,Euro,26.426
National Average Price,2012 June,Full fat milk per 2 litre,Euro,1.772
National Average Price,2012 June,Low fat milk per 1 litre,Euro,1.049
National Average Price,2012 June,Irish cheddar per kg,Euro,11.569
National Average Price,2012 June,Large eggs per half dozen,Euro,1.886
National Average Price,2012 June,Medium eggs per half dozen,Euro,1.678
National Average Price,2012 June,Butter per lb,Euro,2.785
National Average Price,2012 June,Grapes per kg,Euro,6.054
National Average Price,2012 June,Bananas per kg,Euro,1.364
National Average Price,2012 June,Tomatoes per kg,Euro,2.881
National Average Price,2012 June,Onions per kg,Euro,1.224
National Average Price,2012 June,Broccoli per kg,Euro,2.788
National Average Price,2012 June,Carrots per kg,Euro,1.154
National Average Price,2012 June,Mushrooms per kg,Euro,4.499
National Average Price,2012 June,Tomatoes tinned per 400g,Euro,0.856
National Average Price,2012 June,Potatoes 2.5 kg,Euro,3.195
National Average Price,2012 June,Potatoes 7.5 kg,Euro,
National Average Price,2012 June,Potatoes 10 kg,Euro,5.47
National Average Price,2012 June,White granulated sugar per 1 kg,Euro,1.335
National Average Price,2012 June,Jam per lb,Euro,1.958
National Average Price,2012 June,Marmalade per lb,Euro,1.94
National Average Price,2012 June,Tea bags per 80,Euro,2.931
National Average Price,2012 June,Orange juice per litre,Euro,1.462
National Average Price,2012 June,Whiskey - take home (70cl bottle),Euro,21.579
National Average Price,2012 June,Brandy - take home (70cl bottle),Euro,25.41
National Average Price,2012 June,Vodka - take home (70cl bottle),Euro,17.522
National Average Price,2012 June,Cream liqueur - take home (70cl bottle),Euro,14.823
National Average Price,2012 June,Wine - take home (75cl bottle),Euro,9.133
National Average Price,2012 June,Cider - take home (50cl can),Euro,2.101
National Average Price,2012 June,Sherry - take home (75cl bottle),Euro,10.76
National Average Price,2012 June,Lager - take home (50cl can),Euro,1.795
National Average Price,2012 June,Stout - take home (50cl can),Euro,2.06
National Average Price,2012 June,Filtered cigarettes per 20 pk,Euro,9.035
National Average Price,2012 June,Stout - draught bar (1 pint),Euro,3.985
National Average Price,2012 June,Lager - draught bar (1 pint),Euro,4.331
National Average Price,2012 June,Lager - bar (33cl bottle),Euro,4.381
National Average Price,2012 June,Cider - draught bar (1 pint),Euro,4.48
National Average Price,2012 June,Ale - draught bar (1 pint),Euro,4.028
National Average Price,2012 June,Cider - bar (33cl bottle),Euro,4.502
National Average Price,2012 June,Flavoured alcoholic drink - bar (275ml bottle),Euro,5.161
National Average Price,2012 June,Whiskey - bar (single) per ½ glass,Euro,3.739
National Average Price,2012 June,Brandy - bar (single) per ½ glass,Euro,4.315
National Average Price,2012 June,Vodka - bar (single) per ½ glass,Euro,3.797
National Average Price,2012 June,Wine - bar (187ml bottle),Euro,4.901
National Average Price,2012 June,Diesel per litre,Euro,1.534
National Average Price,2012 June,Petrol - unleaded per litre,Euro,1.621
National Average Price,2012 June,Cinema fee,Euro,8.984
National Average Price,2012 June,Nightclubs fee,Euro,9.473
National Average Price,2012 June,Gent's dry cut fee,Euro,12.011
National Average Price,2012 June,"Gent's wash, cut, and blow dry fee",Euro,17.69
National Average Price,2012 June,"Ladies' wash, cut and blow dry fee",Euro,36.092
National Average Price,2012 July,"White, self raising flour per 2 kg",Euro,2.129
National Average Price,2012 July,"Brown, wholemeal flour per 2 kg",Euro,2.486
National Average Price,2012 July,"Bread, white sliced pan, large (800g)",Euro,1.279
National Average Price,2012 July,"Bread, brown sliced pan, large (800g)",Euro,1.521
National Average Price,2012 July,Spaghetti per 500g,Euro,1.141
National Average Price,2012 July,Sirloin steak per kg,Euro,15.764
National Average Price,2012 July,Striploin steak per kg,Euro,21.998
National Average Price,2012 July,Roast beef - topside or rib per kg,Euro,12.154
National Average Price,2012 July,Sliced / diced beef pieces per kg,Euro,10.229
National Average Price,2012 July,Pork loin chops per kg,Euro,8.226
National Average Price,2012 July,Pork steak per kg,Euro,9.108
National Average Price,2012 July,Lamb - whole leg / half leg per kg,Euro,10.912
National Average Price,2012 July,Lamb loin chops per kg,Euro,19.623
National Average Price,2012 July,Lamb gigot chops per kg,Euro,13.32
National Average Price,2012 July,Uncooked chicken medium size 1.6kg,Euro,5.747
National Average Price,2012 July,Lamb's liver per kg,Euro,5.687
National Average Price,2012 July,Ham fillet per kg,Euro,6.055
National Average Price,2012 July,Cooked ham per kg,Euro,16.309
National Average Price,2012 July,Best back rashers per kg,Euro,10.663
National Average Price,2012 July,Pork sausages per kg,Euro,5.529
National Average Price,2012 July,Fresh fillet of whiting per kg,Euro,10.594
National Average Price,2012 July,Fresh fillet of cod per kg,Euro,16.657
National Average Price,2012 July,Fresh salmon per kg,Euro,14.831
National Average Price,2012 July,Fresh fillet of plaice per kg,Euro,17.545
National Average Price,2012 July,Fresh hake per kg,Euro,
National Average Price,2012 July,Smoked salmon per kg,Euro,27.03
National Average Price,2012 July,Full fat milk per 2 litre,Euro,1.774
National Average Price,2012 July,Low fat milk per 1 litre,Euro,1.055
National Average Price,2012 July,Irish cheddar per kg,Euro,11.243
National Average Price,2012 July,Large eggs per half dozen,Euro,1.889
National Average Price,2012 July,Medium eggs per half dozen,Euro,1.677
National Average Price,2012 July,Butter per lb,Euro,2.768
National Average Price,2012 July,Grapes per kg,Euro,5.93
National Average Price,2012 July,Bananas per kg,Euro,1.355
National Average Price,2012 July,Tomatoes per kg,Euro,2.835
National Average Price,2012 July,Onions per kg,Euro,1.234
National Average Price,2012 July,Broccoli per kg,Euro,3.391
National Average Price,2012 July,Carrots per kg,Euro,1.175
National Average Price,2012 July,Mushrooms per kg,Euro,4.541
National Average Price,2012 July,Tomatoes tinned per 400g,Euro,0.856
National Average Price,2012 July,Potatoes 2.5 kg,Euro,3.152
National Average Price,2012 July,Potatoes 7.5 kg,Euro,
National Average Price,2012 July,Potatoes 10 kg,Euro,5.908
National Average Price,2012 July,White granulated sugar per 1 kg,Euro,1.336
National Average Price,2012 July,Jam per lb,Euro,1.878
National Average Price,2012 July,Marmalade per lb,Euro,1.901
National Average Price,2012 July,Tea bags per 80,Euro,2.924
National Average Price,2012 July,Orange juice per litre,Euro,1.436
National Average Price,2012 July,Whiskey - take home (70cl bottle),Euro,22.452
National Average Price,2012 July,Brandy - take home (70cl bottle),Euro,25.729
National Average Price,2012 July,Vodka - take home (70cl bottle),Euro,16.685
National Average Price,2012 July,Cream liqueur - take home (70cl bottle),Euro,14.662
National Average Price,2012 July,Wine - take home (75cl bottle),Euro,9.008
National Average Price,2012 July,Cider - take home (50cl can),Euro,2.107
National Average Price,2012 July,Sherry - take home (75cl bottle),Euro,11.182
National Average Price,2012 July,Lager - take home (50cl can),Euro,1.768
National Average Price,2012 July,Stout - take home (50cl can),Euro,2.075
National Average Price,2012 July,Filtered cigarettes per 20 pk,Euro,9.053
National Average Price,2012 July,Stout - draught bar (1 pint),Euro,3.987
National Average Price,2012 July,Lager - draught bar (1 pint),Euro,4.332
National Average Price,2012 July,Lager - bar (33cl bottle),Euro,4.381
National Average Price,2012 July,Cider - draught bar (1 pint),Euro,4.483
National Average Price,2012 July,Ale - draught bar (1 pint),Euro,4.035
National Average Price,2012 July,Cider - bar (33cl bottle),Euro,4.508
National Average Price,2012 July,Flavoured alcoholic drink - bar (275ml bottle),Euro,5.17
National Average Price,2012 July,Whiskey - bar (single) per ½ glass,Euro,3.746
National Average Price,2012 July,Brandy - bar (single) per ½ glass,Euro,4.314
National Average Price,2012 July,Vodka - bar (single) per ½ glass,Euro,3.804
National Average Price,2012 July,Wine - bar (187ml bottle),Euro,4.891
National Average Price,2012 July,Diesel per litre,Euro,1.504
National Average Price,2012 July,Petrol - unleaded per litre,Euro,1.599
National Average Price,2012 July,Cinema fee,Euro,8.951
National Average Price,2012 July,Nightclubs fee,Euro,9.368
National Average Price,2012 July,Gent's dry cut fee,Euro,12.105
National Average Price,2012 July,"Gent's wash, cut, and blow dry fee",Euro,17.771
National Average Price,2012 July,"Ladies' wash, cut and blow dry fee",Euro,36.193
National Average Price,2012 August,"White, self raising flour per 2 kg",Euro,2.131
National Average Price,2012 August,"Brown, wholemeal flour per 2 kg",Euro,2.511
National Average Price,2012 August,"Bread, white sliced pan, large (800g)",Euro,1.269
National Average Price,2012 August,"Bread, brown sliced pan, large (800g)",Euro,1.518
National Average Price,2012 August,Spaghetti per 500g,Euro,1.172
National Average Price,2012 August,Sirloin steak per kg,Euro,15.515
National Average Price,2012 August,Striploin steak per kg,Euro,22.062
National Average Price,2012 August,Roast beef - topside or rib per kg,Euro,12.024
National Average Price,2012 August,Sliced / diced beef pieces per kg,Euro,10.237
National Average Price,2012 August,Pork loin chops per kg,Euro,8.272
National Average Price,2012 August,Pork steak per kg,Euro,9.512
National Average Price,2012 August,Lamb - whole leg / half leg per kg,Euro,12.125
National Average Price,2012 August,Lamb loin chops per kg,Euro,19.121
National Average Price,2012 August,Lamb gigot chops per kg,Euro,12.871
National Average Price,2012 August,Uncooked chicken medium size 1.6kg,Euro,5.833
National Average Price,2012 August,Lamb's liver per kg,Euro,5.692
National Average Price,2012 August,Ham fillet per kg,Euro,6.079
National Average Price,2012 August,Cooked ham per kg,Euro,16.574
National Average Price,2012 August,Best back rashers per kg,Euro,10.762
National Average Price,2012 August,Pork sausages per kg,Euro,5.476
National Average Price,2012 August,Fresh fillet of whiting per kg,Euro,10.532
National Average Price,2012 August,Fresh fillet of cod per kg,Euro,16.934
National Average Price,2012 August,Fresh salmon per kg,Euro,15.071
National Average Price,2012 August,Fresh fillet of plaice per kg,Euro,17.953
National Average Price,2012 August,Fresh hake per kg,Euro,
National Average Price,2012 August,Smoked salmon per kg,Euro,27.948
National Average Price,2012 August,Full fat milk per 2 litre,Euro,1.774
National Average Price,2012 August,Low fat milk per 1 litre,Euro,1.05
National Average Price,2012 August,Irish cheddar per kg,Euro,10.959
National Average Price,2012 August,Large eggs per half dozen,Euro,1.897
